# Time,data
2.850000000000000103e-02,1.641377178758397282e+00
2.860000000000000042e-02,1.789852321450712269e+00
2.869999999999999982e-02,1.434503110397286951e+00
2.879999999999999921e-02,1.472591131467683390e+00
2.889999999999999861e-02,1.236539224914867674e+00
2.900000000000000147e-02,1.817886640085761396e+00
2.910000000000000087e-02,1.795711881825302614e+00
2.920000000000000026e-02,1.783953417338727920e+00
2.929999999999999966e-02,1.860731337696713616e+00
2.939999999999999905e-02,1.715533105165945926e+00
2.949999999999999845e-02,1.094059267032154947e+00
2.960000000000000131e-02,1.474921968586839993e+00
2.970000000000000070e-02,1.129998237375970938e+00
2.980000000000000010e-02,1.400761993688532048e+00
2.989999999999999949e-02,1.859701162536711028e+00
2.999999999999999889e-02,1.041983825061235658e+00
3.009999999999999828e-02,1.103024607899053988e+00
3.020000000000000115e-02,1.623321002520226042e+00
3.030000000000000054e-02,1.380472267215526294e+00
3.039999999999999994e-02,1.705470370504013289e+00
3.049999999999999933e-02,1.677619707988647679e+00
3.059999999999999873e-02,1.691605837889871733e+00
3.070000000000000159e-02,1.453111752633960752e+00
3.080000000000000099e-02,1.850656250750681409e+00
3.090000000000000038e-02,1.387936399831118717e+00
3.099999999999999978e-02,1.500944321856374941e+00
3.109999999999999917e-02,1.251379143881278910e+00
3.119999999999999857e-02,1.470423112509807284e+00
3.130000000000000143e-02,1.136092778792277436e+00
3.139999999999999736e-02,1.645420449036286481e+00
3.150000000000000022e-02,1.250318178388730050e+00
3.160000000000000309e-02,1.715776649767637219e+00
3.169999999999999901e-02,1.792638312681469337e+00
3.180000000000000188e-02,1.858936652826687297e+00
3.189999999999999780e-02,1.620665310646171031e+00
3.200000000000000067e-02,1.394108442275578064e+00
3.209999999999999659e-02,1.509456176939548921e+00
3.219999999999999946e-02,1.199666357162634256e+00
3.230000000000000232e-02,1.160245566693161479e+00
3.239999999999999825e-02,1.489194031533048079e+00
3.250000000000000111e-02,1.657001965490231932e+00
3.259999999999999704e-02,1.402334615979605736e+00
3.269999999999999990e-02,1.017970316656564123e+00
3.280000000000000276e-02,1.189602492220161345e+00
3.289999999999999869e-02,1.003962130227336935e+00
3.300000000000000155e-02,1.318509113773195240e+00
3.309999999999999748e-02,1.918040263628266739e+00
3.320000000000000034e-02,1.411770283683130733e+00
3.330000000000000321e-02,1.830419074495299281e+00
3.339999999999999913e-02,1.102578967093748696e+00
3.350000000000000200e-02,9.626583700934887577e-01
3.359999999999999792e-02,1.782365691440223276e+00
3.370000000000000079e-02,1.890944397600921700e+00
3.379999999999999671e-02,1.139659899264433340e+00
3.389999999999999958e-02,1.250071568570626512e+00
3.400000000000000244e-02,1.741988673803826604e+00
3.409999999999999837e-02,1.670716940249071358e+00
3.420000000000000123e-02,1.482422405422420209e+00
3.429999999999999716e-02,1.388573063626725723e+00
3.440000000000000002e-02,1.606311997533551583e+00
3.450000000000000289e-02,1.326491682209057110e+00
3.459999999999999881e-02,1.268997820456620351e+00
3.470000000000000168e-02,1.565906315146943451e+00
3.479999999999999760e-02,1.332129624882451235e+00
3.490000000000000047e-02,1.197896904097457860e+00
3.500000000000000333e-02,1.647064050600211882e+00
3.509999999999999926e-02,1.428891656670925769e+00
3.520000000000000212e-02,1.621500992090854743e+00
3.529999999999999805e-02,1.158385125720494901e+00
3.540000000000000091e-02,8.927047946487901564e-01
3.549999999999999684e-02,9.165008120746889198e-01
3.559999999999999970e-02,1.278233899548876451e+00
3.570000000000000256e-02,1.767927715803273125e+00
3.579999999999999849e-02,1.297510991104374067e+00
3.590000000000000135e-02,1.479740185004082775e+00
3.599999999999999728e-02,1.676981344117466799e+00
3.610000000000000014e-02,1.144219018473904281e+00
3.620000000000000301e-02,1.817322519840532280e+00
3.629999999999999893e-02,1.063247114579436214e+00
3.640000000000000180e-02,9.899344336764790420e-01
3.649999999999999772e-02,9.623726713666842514e-01
3.660000000000000059e-02,8.664707217911556958e-01
3.670000000000000345e-02,8.547974216623739352e-01
3.679999999999999938e-02,1.650854685393551513e+00
3.690000000000000224e-02,1.222459145367511546e+00
3.699999999999999817e-02,1.486722988090836806e+00
3.710000000000000103e-02,1.501812958903865569e+00
3.719999999999999696e-02,1.219640255672366891e+00
3.729999999999999982e-02,1.791041323896275239e+00
3.740000000000000269e-02,9.585227596787118109e-01
3.749999999999999861e-02,1.634777737398105835e+00
3.760000000000000148e-02,1.347958671506023887e+00
3.769999999999999740e-02,8.325160934021131887e-01
3.780000000000000027e-02,1.220577707170248605e+00
3.790000000000000313e-02,1.540633201479689074e+00
3.799999999999999906e-02,1.385838315971559709e+00
3.810000000000000192e-02,1.418600629861974216e+00
3.819999999999999785e-02,1.010521671825444612e+00
3.830000000000000071e-02,1.416610909355499714e+00
3.839999999999999664e-02,9.516496668953584592e-01
3.849999999999999950e-02,1.218793042735668575e+00
3.860000000000000236e-02,1.401607405560411967e+00
3.869999999999999829e-02,1.456186248686329954e+00
3.880000000000000115e-02,1.255634341650909258e+00
3.889999999999999708e-02,8.521952091286451036e-01
3.899999999999999994e-02,1.210304072988638069e+00
3.910000000000000281e-02,1.444167120786536307e+00
3.919999999999999873e-02,9.909403809343590996e-01
3.930000000000000160e-02,1.352676285919757415e+00
3.939999999999999752e-02,1.635466697813937387e+00
3.950000000000000039e-02,1.696415456960590706e+00
3.960000000000000325e-02,1.011643184814393637e+00
3.969999999999999918e-02,1.197745056999754976e+00
3.980000000000000204e-02,1.400640559029856069e+00
3.989999999999999797e-02,1.645610901506639578e+00
4.000000000000000083e-02,8.041999155370226360e-01
4.009999999999999676e-02,1.622688690502994913e+00
4.019999999999999962e-02,7.790876394489987256e-01
4.030000000000000249e-02,6.822899698316294836e-01
4.039999999999999841e-02,7.588070981988928043e-01
4.050000000000000128e-02,1.232215920759027306e+00
4.059999999999999720e-02,1.174465444591457519e+00
4.070000000000000007e-02,8.015019914261554135e-01
4.080000000000000293e-02,7.113412361456534772e-01
4.089999999999999886e-02,1.137171764759323134e+00
4.100000000000000172e-02,1.057254508697179407e+00
4.109999999999999765e-02,7.127464407150554404e-01
4.120000000000000051e-02,1.129789595647564759e+00
4.130000000000000338e-02,1.344983499226822143e+00
4.139999999999999930e-02,9.906266125584626270e-01
4.150000000000000216e-02,1.562816224116023722e+00
4.159999999999999809e-02,1.232822714411702769e+00
4.170000000000000095e-02,8.913216163767925249e-01
4.179999999999999688e-02,7.289221828372828282e-01
4.189999999999999974e-02,1.574698976430026542e+00
4.200000000000000261e-02,1.437661647125680231e+00
4.209999999999999853e-02,1.558229290176053272e+00
4.220000000000000140e-02,8.153091188906897990e-01
4.229999999999999732e-02,1.432892100566913296e+00
4.240000000000000019e-02,1.237933672820777709e+00
4.250000000000000305e-02,8.950114587758942752e-01
4.259999999999999898e-02,1.175948920848912449e+00
4.270000000000000184e-02,1.380162882787548284e+00
4.279999999999999777e-02,1.038616073530112427e+00
4.290000000000000063e-02,6.052918200646472124e-01
4.299999999999999656e-02,7.007484386198524762e-01
4.309999999999999942e-02,6.812838210323051147e-01
4.320000000000000229e-02,1.366456504309825792e+00
4.329999999999999821e-02,1.358348776498839561e+00
4.340000000000000108e-02,1.375679434200101747e+00
4.349999999999999700e-02,7.156026315478795086e-01
4.359999999999999987e-02,1.316038058477698947e+00
4.370000000000000273e-02,1.168907576585305419e+00
4.379999999999999866e-02,5.415303501396840913e-01
4.390000000000000152e-02,1.089187967525669487e+00
4.399999999999999745e-02,1.339412691860950355e+00
4.410000000000000031e-02,6.631640956795681330e-01
4.420000000000000318e-02,1.260503444583553456e+00
4.429999999999999910e-02,1.156894557776819932e+00
4.440000000000000197e-02,1.011695889766518475e+00
4.449999999999999789e-02,1.392707563861550035e+00
4.460000000000000075e-02,1.445861965593340015e+00
4.469999999999999668e-02,1.008220442593121380e+00
4.479999999999999954e-02,9.333903880928984265e-01
4.490000000000000241e-02,8.229031988634012418e-01
4.499999999999999833e-02,7.768576331697880644e-01
4.510000000000000120e-02,1.120831792553367512e+00
4.519999999999999712e-02,8.869002572044949462e-01
4.529999999999999999e-02,7.685144802287411370e-01
4.540000000000000285e-02,7.536796954806186388e-01
4.549999999999999878e-02,8.955568257381294472e-01
4.560000000000000164e-02,1.211237838977948567e+00
4.569999999999999757e-02,1.046873856861925800e+00
4.580000000000000043e-02,8.941529847274116705e-01
4.590000000000000330e-02,4.148007884940073664e-01
4.599999999999999922e-02,6.868077776811157831e-01
4.610000000000000209e-02,1.176329009606514653e+00
4.619999999999999801e-02,4.282022417792044622e-01
4.630000000000000088e-02,1.289332448099417938e+00
4.639999999999999680e-02,9.015601359748710575e-01
4.649999999999999967e-02,1.085079685834800189e+00
4.660000000000000253e-02,7.017331514576520268e-01
4.669999999999999846e-02,8.548823056804584208e-01
4.680000000000000132e-02,1.290430897731709159e+00
4.689999999999999725e-02,6.262896728750038111e-01
4.700000000000000011e-02,6.326069950075350334e-01
4.710000000000000298e-02,5.357775120183194684e-01
4.719999999999999890e-02,1.131929831370652062e+00
4.730000000000000177e-02,3.394253202005281800e-01
4.739999999999999769e-02,5.967009753038006181e-01
4.750000000000000056e-02,3.946209006590152835e-01
4.760000000000000342e-02,1.011380041710003397e+00
4.769999999999999934e-02,6.403142067938367710e-01
4.780000000000000221e-02,8.103589067384018296e-01
4.789999999999999813e-02,8.685519861013067944e-01
4.800000000000000100e-02,1.038118473266414821e+00
4.809999999999999692e-02,1.032829334403491783e+00
4.819999999999999979e-02,8.252061083576885947e-01
4.830000000000000265e-02,1.006703779494698470e+00
4.839999999999999858e-02,1.115804072355267129e+00
4.850000000000000144e-02,7.803378796056843480e-01
4.859999999999999737e-02,7.394752431107454171e-01
4.870000000000000023e-02,1.092861423517532904e+00
4.880000000000000310e-02,7.291623624250436198e-01
4.889999999999999902e-02,6.053255081648251101e-01
4.900000000000000189e-02,2.736644676964976042e-01
4.909999999999999781e-02,7.433403051245405235e-01
4.920000000000000068e-02,2.330539965734828578e-01
4.929999999999999660e-02,8.049936336159742023e-01
4.939999999999999947e-02,4.684347125503920406e-01
4.950000000000000233e-02,3.279171795659508448e-01
4.959999999999999826e-02,9.290644036021117325e-01
4.970000000000000112e-02,8.113036454039430634e-01
4.979999999999999705e-02,2.713982765192507474e-01
4.989999999999999991e-02,9.892566991437441448e-01
5.000000000000000278e-02,3.074952938513462186e-01
5.009999999999999870e-02,7.150487992270153637e-01
5.020000000000000157e-02,4.495218643704461114e-01
5.029999999999999749e-02,1.090603696663056343e+00
5.040000000000000036e-02,1.044141743837468939e+00
5.050000000000000322e-02,7.658831607037019928e-01
5.059999999999999915e-02,8.355563672094671324e-01
5.070000000000000201e-02,2.860663207510152906e-01
5.079999999999999793e-02,2.127969320962271038e-01
5.090000000000000080e-02,8.548727483605155220e-01
5.099999999999999672e-02,7.990290676931006975e-02
5.109999999999999959e-02,3.506041041989353957e-01
5.120000000000000245e-02,6.081172250502729915e-01
5.129999999999999838e-02,9.722317131800725099e-01
5.140000000000000124e-02,5.834289043596326829e-01
5.149999999999999717e-02,7.673921332213911040e-01
5.160000000000000003e-02,6.555156673736510786e-01
5.170000000000000290e-02,3.475986666325083241e-01
5.179999999999999882e-02,9.838686157619689343e-01
5.190000000000000169e-02,5.652213817147595520e-01
5.199999999999999761e-02,9.039994801967062010e-02
5.210000000000000048e-02,8.608756954101500769e-01
5.220000000000000334e-02,9.950846446465297368e-02
5.229999999999999927e-02,3.225748065327320724e-01
5.240000000000000213e-02,8.656692235577856387e-01
5.249999999999999806e-02,4.308586811404163663e-01
5.260000000000000092e-02,4.361516251795203858e-01
5.269999999999999685e-02,6.735944111219263064e-01
5.279999999999999971e-02,-2.362576182978939898e-02
5.290000000000000258e-02,1.958181961561750728e-01
5.299999999999999850e-02,6.013852468890821257e-01
5.310000000000000137e-02,3.249980024070565632e-01
5.319999999999999729e-02,7.602141361686629017e-02
5.330000000000000016e-02,5.092006884557100932e-01
5.340000000000000302e-02,8.466061561004734060e-01
5.349999999999999895e-02,7.092448050810515880e-01
5.360000000000000181e-02,7.884595119036317268e-01
5.369999999999999774e-02,7.172146909374181867e-01
5.380000000000000060e-02,6.732331209152311868e-02
5.390000000000000346e-02,2.929600025513217076e-01
5.399999999999999939e-02,4.024716954401927338e-02
5.410000000000000225e-02,6.135312758341509021e-01
5.419999999999999818e-02,4.799645087997302384e-01
5.430000000000000104e-02,8.096443438351077493e-01
5.439999999999999697e-02,3.692652326305299604e-01
5.449999999999999983e-02,3.135793961844811628e-01
5.460000000000000270e-02,8.371273578039609697e-01
5.469999999999999862e-02,1.190164999824608327e-01
5.480000000000000149e-02,6.545619440339409678e-01
5.489999999999999741e-02,9.900542192042183220e-02
5.500000000000000028e-02,1.374153310452802534e-02
5.510000000000000314e-02,2.802597353963885429e-01
5.519999999999999907e-02,-9.191704570873401869e-02
5.530000000000000193e-02,6.547056346283810502e-01
5.539999999999999786e-02,8.000860052131921751e-01
5.550000000000000072e-02,7.056828403456096854e-01
5.559999999999999665e-02,2.195061636953369311e-01
5.569999999999999951e-02,2.239321602073333639e-01
5.580000000000000238e-02,4.334242595756473415e-01
5.589999999999999830e-02,3.947466839167762531e-01
5.600000000000000117e-02,1.445040022051277129e-01
5.609999999999999709e-02,4.330910640145425039e-01
5.619999999999999996e-02,1.466316161298303333e-02
5.630000000000000282e-02,2.556686726105213969e-01
5.639999999999999875e-02,3.136199343015367291e-01
5.650000000000000161e-02,1.690276703605665953e-01
5.659999999999999754e-02,3.694430104752462474e-01
5.670000000000000040e-02,-1.964578446713902138e-01
5.680000000000000326e-02,-1.434799061374061324e-01
5.689999999999999919e-02,1.239088953462875731e-01
5.700000000000000205e-02,-1.494866095954571761e-01
5.709999999999999798e-02,-1.368698397984186577e-01
5.720000000000000084e-02,7.133468909670059865e-02
5.729999999999999677e-02,4.293550628817365267e-01
5.739999999999999963e-02,1.566701719486471855e-01
5.750000000000000250e-02,-2.033983632986602064e-01
5.759999999999999842e-02,5.615048917196368006e-01
5.770000000000000129e-02,5.855352065417118723e-01
5.779999999999999721e-02,-1.353816221423545518e-01
5.790000000000000008e-02,3.520377364593521574e-01
5.800000000000000294e-02,2.176844875846672966e-01
5.809999999999999887e-02,-7.641104840104157025e-02
